Year	Sector	Chapter	Departement	Type	Value
2017	Security Sector	Ministry of Defence	Orphans	General expenses	33000
2017	Security Sector	Ministry of National Security	Ministry of National Security	Wages & salaries	802473
2017	Security Sector	Ministry of National Security	Ministry of National Security	General expenses	139937
2017	Security Sector	Ministry of National Security	Ministry of National Security	Specialized materials and services	24910
2017	Security Sector	Ministry of National Security	Ministry of National Security	Other expenses	975000
2017	Security Sector	Ministry of National Security	Police Force	Wages & salaries	16815725
2017	Security Sector	Ministry of National Security	Police Force	General expenses	550000
2017	Security Sector	Ministry of National Security	Police Force	Specialized materials and services	941380
2017	Security Sector	Ministry of National Security	Police Force	Other expenses	5600160
2017	Security Sector	Ministry of National Security	National Security Force	Wages & salaries	6688000
2017	Security Sector	Ministry of National Security	National Security Force	General expenses	137865
2017	Security Sector	Ministry of National Security	National Security Force	Specialized materials and services	1185000
2017	Security Sector	Ministry of National Security	National Security Force	Other expenses	4717560
2017	Security Sector	Ministry of National Security	Immigration Department	Wages & salaries	1285600
2017	Security Sector	Ministry of National Security	Immigration Department	General expenses	705500
2017	Economic Sector	Ministry of Water and Energy	Ministry of Water and Energy	Wages & salaries	715527
2017	Economic Sector	Ministry of Water and Energy	Ministry of Water and Energy	Other employee costs	102064
2017	Economic Sector	Ministry of Water and Energy	Ministry of Water and Energy	General expenses	67000
2017	Economic Sector	Ministry of Mineral	Ministry of Mineral	Wages & salaries	714143
2017	Economic Sector	Ministry of Mineral	Ministry of Mineral	General expenses	71500
2017	Economic Sector	Ministry of Mineral	Ministry of Mineral	Specialized materials and services	443400
2017	Economic Sector	Ministry of Agriculture	Ministry of Agriculture	Wages & salaries	782477
2017	Economic Sector	Ministry of Agriculture	Ministry of Agriculture	Other employee costs	78945
2017	Economic Sector	Ministry of Agriculture	Ministry of Agriculture	General expenses	77000
2017	Economic Sector	Ministry of Livestock and Forestry 	Ministry of Livestock and Forestry 	Wages & salaries	737022
2017	Economic Sector	Ministry of Livestock and Forestry 	Ministry of Livestock and Forestry 	General expenses	57000
2017	Economic Sector	Ministry of Fisheries	Ministry of Fishery and Marine  Resource	Wages & salaries	874915
2017	Economic Sector	Ministry of Fisheries	Ministry of Fishery and Marine  Resource	General expenses	57000
2017	Economic Sector	Ministry of Fisheries	Somali Marine Research	Wages & salaries	377414
2017	Economic Sector	Ministry of Fisheries	Somali Marine Research	General expenses	53000
2017	Economic Sector	Ministry of Fisheries	Offshore Fisheries Development Project	Wages & salaries	48752
2017	Economic Sector	Ministry of Fisheries	Offshore Fisheries Development Project	General expenses	50000
2017	Economic Sector	Ministry of Information 	Ministry of Information 	Wages & salaries	2413752
2017	Economic Sector	Ministry of Information 	Ministry of Information 	General expenses	1088000
2017	Economic Sector	Ministry of Information 	Ministry of Information 	Other expenses	110000
2017	Economic Sector	Post and Telecomuniction 	Ministry of Post and Telecomuniction 	Wages & salaries	1124534
2017	Economic Sector	Post and Telecomuniction 	Ministry of Post and Telecomuniction 	General expenses	85000
2017	Economic Sector	Post and Telecomuniction 	Ministry of Post and Telecomuniction 	Other expenses	68000
2017	Economic Sector	Post and Telecomuniction 	ICT Sector Support	Wages & salaries	0
2017	Economic Sector	Post and Telecomuniction 	ICT Sector Support	General expenses	119621
2017	Economic Sector	Post and Telecomuniction 	ICT Sector Support	Education and training expenses	37808
2017	Economic Sector	Post and Telecomuniction 	ICT Sector Support	Consulting and professional fees	535721
2017	Economic Sector	Post and Telecomuniction 	ICT Sector Support	Finance costs	21257
2017	Economic Sector	Post and Telecomuniction 	ICT Sector Support	Fixed assets acquisition	1874549
2017	Economic Sector	Post and Telecomuniction 	Somali Telecommunication Authority	General expenses	0
2017	Economic Sector	Post and Telecomuniction 	Somali Telecommunication Authority	Education and training expenses	0
2017	Economic Sector	Post and Telecomuniction 	Somali Telecommunication Authority	Consulting and professional fees	0
2017	Economic Sector	Ministry of Public Work & Reconstruction	Ministry of Public Work & Reconstruction	Wages & salaries	816700
2017	Economic Sector	Ministry of Public Work & Reconstruction	Ministry of Public Work & Reconstruction	Other employee costs	128554
2017	Economic Sector	Ministry of Public Work & Reconstruction	Ministry of Public Work & Reconstruction	General expenses	58000
2017	Economic Sector	Ministry of Public Work & Reconstruction	Ministry of Public Work & Reconstruction	Other expenses	0
2017	Economic Sector	Ministry of Transport and Aviation	Ministry of Tranport and Aviation 	Wages & salaries	907532
2017	Economic Sector	Ministry of Transport and Aviation	Ministry of Tranport and Aviation 	General expenses	156000
2017	Economic Sector	Ministry of Transport and Aviation	Civil Aviation and Meteo-Authority	Wages & salaries	610141
2017	Economic Sector	Ministry of Transport and Aviation	Civil Aviation and Meteo-Authority	General expenses	22200
2017	Economic Sector	Ministry of Transport and Ports	Ministry of Transport and Ports	Wages & salaries	1001432
2017	Economic Sector	Ministry of Transport and Ports	Ministry of Transport and Ports	General expenses	63000
2017	Economic Sector	Ministry of Transport and Ports	Hamar Port 	Wages & salaries	895320
2017	Economic Sector	Ministry of Transport and Ports	Hamar Port 	General expenses	74000
2017	Economic Sector	Ministry of Industry & Commerce	Ministry of Industry & Commerce	Wages & salaries	1634640
2017	Economic Sector	Ministry of Industry & Commerce	Ministry of Industry & Commerce	General expenses	74500
2017	Social Sector	Ministry of Health 	Ministry of Health 	Wages & salaries	1068085
2017	Social Sector	Ministry of Health 	Ministry of Health 	Other employee costs	0
2017	Social Sector	Ministry of Health 	Ministry of Health 	General expenses	120279
2017	Social Sector	Ministry of Health 	Ministry of Health 	Other expenses	0
2017	Social Sector	Ministry of Education and Higher Education	Ministry of Education and Higher Education	Wages & salaries	1074419
2017	Social Sector	Ministry of Education and Higher Education	Ministry of Education and Higher Education	Other employee costs	339970
2017	Social Sector	Ministry of Education and Higher Education	Ministry of Education and Higher Education	General expenses	76000
2017	Social Sector	Ministry of Education and Higher Education	Ministry of Education and Higher Education	Other expenses	0
2017	Social Sector	Ministry of Education and Higher Education	Ministry of Education and Higher Education	To sub-national government	0
2017	Social Sector	Ministry of Education and Higher Education	Somali National University	Wages & salaries	1677040
2017	Social Sector	Ministry of Education and Higher Education	Somali National University	Other employee costs	15985
2017	Social Sector	Ministry of Education and Higher Education	Somali National University	General expenses	19500
2017	Social Sector	Ministry of Education and Higher Education	Somali National University	Education and training expenses	24400
2017	Social Sector	Ministry of Education and Higher Education	Somali National University	Specialized materials and services	0
2017	Social Sector	Ministry of Education and Higher Education	Somali Academy of Sciences and Arts	Wages & salaries	216660
2017	Social Sector	Ministry of Education and Higher Education	Somali Academy of Sciences and Arts	General expenses	64000
2017	Social Sector	Ministry of Education and Higher Education	Somali Academy of Sciences and Arts	Education and training expenses	0
2017	Social Sector	Ministry of Education and Higher Education	Intergovernmental Academy of Somali Language	Wages & salaries	132000
2017	Social Sector	Ministry of Education and Higher Education	Intergovernmental Academy of Somali Language	General expenses	48033
2017	Social Sector	Ministry of Education and Higher Education	Intergovernmental Academy of Somali Language	Education and training expenses	9600
2017	Social Sector	Ministry of Labor and Social Affairs	Ministry of Labor and Social Affairs	Wages & salaries	1010926
2017	Social Sector	Ministry of Labor and Social Affairs	Ministry of Labor and Social Affairs	Other employee costs	111080
2017	Social Sector	Ministry of Labor and Social Affairs	Ministry of Labor and Social Affairs	General expenses	25982
2017	Social Sector	Ministry of Labor and Social Affairs	Ministry of Labor and Social Affairs	Other expenses	37500
2017	Social Sector	Ministry of Youth and Sport	Ministry of Youth and Sport	Wages & salaries	562886
2017	Social Sector	Ministry of Youth and Sport	Ministry of Youth and Sport	General expenses	108000
2017	Social Sector	Ministry of Women and Human Rights Dev.	Ministry of Women and Human Rights Dev.	Wages & salaries	793731
2017	Social Sector	Ministry of Women and Human Rights Dev.	Ministry of Women and Human Rights Dev.	General expenses	46000
2018	Administration Sector 	Office of the Presidency	Office of the Presidency	Wages & salaries	2320862
2018	Administration Sector 	Office of the Presidency	Office of the Presidency	Other employee costs	211835
2018	Administration Sector 	Office of the Presidency	Office of the Presidency	General expenses	1493462
2018	Administration Sector 	Office of the Presidency	Office of the Presidency	Other expenses	571415
2018	Administration Sector 	Office of the Parliament	Office of the Parliament	Wages & salaries	2912342
2018	Administration Sector 	Office of the Parliament	Office of the Parliament	General expenses	1034746
2018	Administration Sector 	Office of the Parliament	Office of the Parliament	Other expenses	516785
2018	Administration Sector 	Office of the Parliament	Office of the Parliament	Fixed assets acquisition	0
2018	Administration Sector 	Office of the Parliament	Office of the Parliament	To International Organizations	50000
2018	Administration Sector 	Office of the Parliament	Members of Parliament (Allowance)   	Wages & salaries	13584000
2018	Administration Sector 	Office of the Parliament	Members of Parliament (Allowance)   	Specialized materials and services	250000
2018	Administration Sector 	Office of the Parliament	Members of Parliament (Allowance)   	Other expenses	379800
2018	Administration Sector 	Office of the Parliament	Office of the Senate	Wages & salaries	3073200
2018	Administration Sector 	Office of the Parliament	Office of the Senate	General expenses	311250
2018	Administration Sector 	Office of the Parliament	Office of the Senate	Specialized materials and services	243000
2018	Administration Sector 	Office of the Parliament	Office of the Senate	Other expenses	53333
2018	Administration Sector 	Prime Minister Office	Office of the Prime Minister	Wages & salaries	1934769
2018	Administration Sector 	Prime Minister Office	Office of the Prime Minister	Other employee costs	218310
2018	Administration Sector 	Prime Minister Office	Office of the Prime Minister	General expenses	1895365
2018	Administration Sector 	Prime Minister Office	Office of the Prime Minister	Other expenses	814348
2018	Administration Sector 	Prime Minister Office	Environmental Directorate	Wages & salaries	393687
2018	Administration Sector 	Prime Minister Office	Environmental Directorate	General expenses	36802
2018	Administration Sector 	Prime Minister Office	Environmental Directorate	Other expenses	45000
2018	Administration Sector 	Prime Minister Office	Capacity Injection Project	Wages & salaries	201230
2018	Administration Sector 	Prime Minister Office	Capacity Injection Project	Social contributions	306060
2018	Administration Sector 	Prime Minister Office	Capacity Injection Project	General expenses	355164
2018	Administration Sector 	Prime Minister Office	Capacity Injection Project	Education and training expenses	71756
2018	Administration Sector 	Prime Minister Office	Capacity Injection Project	Consulting and professional fees	2170669
2018	Administration Sector 	Prime Minister Office	Capacity Injection Project	Finance costs	36541
2018	Administration Sector 	Prime Minister Office	Capacity Injection Project	Other expenses	36386
2018	Administration Sector 	Prime Minister Office	Capacity Injection Project	Fixed assets acquisition	323632
2018	Administration Sector 	Ministry of Foreign Affairs	Ministry of Foreign Affairs	Wages & salaries	1590462
2018	Administration Sector 	Ministry of Foreign Affairs	Ministry of Foreign Affairs	General expenses	620798
2018	Administration Sector 	Ministry of Foreign Affairs	Ministry of Foreign Affairs	Consulting and professional fees	404262
2018	Administration Sector 	Ministry of Foreign Affairs	Embassies	Wages & salaries	3407880
2018	Administration Sector 	Ministry of Foreign Affairs	Embassies	General expenses	898035
2018	Administration Sector 	Finance and Other Department 	Ministry of Finance 	Wages & salaries	5641726
2018	Administration Sector 	Finance and Other Department 	Ministry of Finance 	Other employee costs	457752
2018	Administration Sector 	Finance and Other Department 	Ministry of Finance 	General expenses	1042283
2018	Administration Sector 	Finance and Other Department 	Ministry of Finance 	Education and training expenses	15000
2018	Administration Sector 	Finance and Other Department 	Ministry of Finance 	Other expenses	1005675
2018	Administration Sector 	Finance and Other Department 	Ministry of Finance 	Fixed assets acquisition	191913
2018	Administration Sector 	Finance and Other Department 	Accountant General	Wages & salaries	939525
2018	Administration Sector 	Finance and Other Department 	Accountant General	Other employee costs	245969
2018	Administration Sector 	Finance and Other Department 	Accountant General	General expenses	388745
2018	Administration Sector 	Finance and Other Department 	Accountant General	Other expenses	22000
2018	Administration Sector 	Finance and Other Department 	Other Activities of the State	Arrears on Salaries and Allowances	0
2018	Administration Sector 	Finance and Other Department 	Other Activities of the State	General expenses	300000
2018	Administration Sector 	Finance and Other Department 	Other Activities of the State	Finance costs	4392468
2018	Administration Sector 	Finance and Other Department 	Other Activities of the State	Other expenses	140761
2018	Administration Sector 	Finance and Other Department 	Other Activities of the State	Arrears	0
2018	Administration Sector 	Finance and Other Department 	Other Activities of the State	Fixed assets acquisition	1139607
2018	Administration Sector 	Finance and Other Department 	Other Activities of the State	To International Organizations	558099
2018	Administration Sector 	Finance and Other Department 	Other Activities of the State	To sub-national government	25313438
2018	Administration Sector 	Finance and Other Department 	Other Activities of the State	Contingency - Operating & Capital Expenses	4106725
2018	Administration Sector 	Finance and Other Department 	Special Financing Facility (SFF)	General expenses	93225
2018	Administration Sector 	Finance and Other Department 	Special Financing Facility (SFF)	Education and training expenses	0
2018	Administration Sector 	Finance and Other Department 	Special Financing Facility (SFF)	Consulting and professional fees	654108
2018	Administration Sector 	Finance and Other Department 	Special Financing Facility (SFF)	Finance costs	38841
2018	Administration Sector 	Finance and Other Department 	Special Financing Facility (SFF)	Fixed assets acquisition	4834194
2018	Administration Sector 	Finance and Other Department 	Public Finance Management (PFM)	General expenses	200716
2018	Administration Sector 	Finance and Other Department 	Public Finance Management (PFM)	Education and training expenses	42708
2018	Administration Sector 	Finance and Other Department 	Public Finance Management (PFM)	Consulting and professional fees	1763611
2018	Administration Sector 	Finance and Other Department 	Public Finance Management (PFM)	Finance costs	3175
2018	Administration Sector 	Finance and Other Department 	Public Finance Management (PFM)	Fixed assets acquisition	299489
2018	Administration Sector 	Finance and Other Department 	Economic and Financial Governance (EFGP)	Wages & salaries	15000
2018	Administration Sector 	Finance and Other Department 	Economic and Financial Governance (EFGP)	General expenses	1000
2018	Administration Sector 	Finance and Other Department 	Economic and Financial Governance (EFGP)	Education and training expenses	0
2018	Administration Sector 	Finance and Other Department 	Economic and Financial Governance (EFGP)	Consulting and professional fees	109428
2018	Administration Sector 	Finance and Other Department 	Economic and Financial Governance (EFGP)	Finance costs	7292
2018	Administration Sector 	Finance and Other Department 	Economic and Financial Governance (EFGP)	Fixed assets acquisition	20341
2018	Administration Sector 	Finance and Other Department 	Recurrent Costs and Reform Financing Project (RCRF)	Wages & salaries	100040
2018	Administration Sector 	Finance and Other Department 	Recurrent Costs and Reform Financing Project (RCRF)	General expenses	192899
2018	Administration Sector 	Finance and Other Department 	Recurrent Costs and Reform Financing Project (RCRF)	Education and training expenses	185163
2018	Administration Sector 	Finance and Other Department 	Recurrent Costs and Reform Financing Project (RCRF)	Consulting and professional fees	916346
2018	Administration Sector 	Finance and Other Department 	Recurrent Costs and Reform Financing Project (RCRF)	Finance costs	326008
2018	Administration Sector 	Finance and Other Department 	Recurrent Costs and Reform Financing Project (RCRF)	Fixed assets acquisition	5465
2018	Administration Sector 	Finance and Other Department 	Recurrent Costs and Reform Financing Project (RCRF)	#N/A	17823732
2018	Administration Sector 	Finance and Other Department 	SCORE	Wages & salaries	16900
2018	Administration Sector 	Finance and Other Department 	SCORE	General expenses	181603
2018	Administration Sector 	Finance and Other Department 	SCORE	Education and training expenses	7900
2018	Administration Sector 	Finance and Other Department 	SCORE	Consulting and professional fees	1640185
2018	Administration Sector 	Finance and Other Department 	SCORE	Finance costs	14457
2018	Administration Sector 	Finance and Other Department 	SCORE	Other expenses	0
2018	Administration Sector 	Finance and Other Department 	SCORE	Fixed assets acquisition	161258
2018	Administration Sector 	Finance and Other Department 	Directorate of National Statistics	Wages & salaries	435939
2018	Administration Sector 	Finance and Other Department 	Directorate of National Statistics	General expenses	157500
2018	Administration Sector 	Finance and Other Department 	Directorate of National Statistics	Education and training expenses	0
2018	Administration Sector 	Ministry of Planning	Ministry of Planning	Wages & salaries	1040569
2018	Administration Sector 	Ministry of Planning	Ministry of Planning	Other employee costs	216530
2018	Administration Sector 	Ministry of Planning	Ministry of Planning	General expenses	134830
2018	Administration Sector 	Ministry of Planning	 National Statistics Department	General expenses	0
2018	Administration Sector 	Ministry of Planning	 National Statistics Department	Education and training expenses	0
2018	Administration Sector 	Ministry of Planning	 National Statistics Department	Other expenses	0
2018	Administration Sector 	Ministry of Interior	Ministry of Interior and Federal Affairs	Wages & salaries	1510108
2018	Administration Sector 	Ministry of Interior	Ministry of Interior and Federal Affairs	General expenses	165957
2018	Administration Sector 	Ministry of Interior	Ministry of Interior and Federal Affairs	Other expenses	720000
2018	Administration Sector 	Ministry of Interior	Ministry of Interior and Federal Affairs	To sub-national government	4800000
2018	Administration Sector 	Ministry of Interior	Somali Refugee and IDPs Commission	Wages & salaries	437559
2018	Administration Sector 	Ministry of Interior	Somali Refugee and IDPs Commission	General expenses	29990
2018	Administration Sector 	Ministry of Interior	Somali Disaster Management Agency	Wages & salaries	7200
2018	Administration Sector 	Ministry of Interior	Somali Disaster Management Agency	General expenses	30192
2018	Administration Sector 	Ministry of Interior	Somali Disaster Management Agency	Education and training expenses	320959
2018	Administration Sector 	Ministry of Interior	Somali Disaster Management Agency	Consulting and professional fees	220500
2018	Administration Sector 	Ministry of Interior	Somali Disaster Management Agency	Finance costs	10263
2018	Administration Sector 	Ministry of Interior	Somali Disaster Management Agency	To other General Government Units	116000
2018	Administration Sector 	Ministry of Interior	Somali Disaster Management Agency	To sub-national government	0
2018	Administration Sector 	Ministry of Interior	Somali Urban Investment Planning Project	General expenses	15735
2018	Administration Sector 	Ministry of Interior	Somali Urban Investment Planning Project	Education and training expenses	9086
2018	Administration Sector 	Ministry of Interior	Somali Urban Investment Planning Project	Consulting and professional fees	259050
2018	Administration Sector 	Ministry of Interior	Somali Urban Investment Planning Project	Finance costs	6767
2018	Administration Sector 	Ministry of Interior	Somali Urban Investment Planning Project	Specialized materials and services	0
2018	Administration Sector 	Ministry of Interior	Somali Urban Investment Planning Project	Other expenses	0
2018	Administration Sector 	Ministry of Interior	Somali Urban Investment Planning Project	Fixed assets acquisition	49409
2018	Administration Sector 	Ministry of Religious Affairs	Ministry of Religious Affairs	Wages & salaries	757242
2018	Administration Sector 	Ministry of Religious Affairs	Ministry of Religious Affairs	General expenses	47976
2018	Administration Sector 	Ministry of Justice	Ministry of Justice	Wages & salaries	497002
2018	Administration Sector 	Ministry of Justice	Ministry of Justice	General expenses	63281
2018	Administration Sector 	Ministry of Justice	Custodian Corps	Wages & salaries	2576000
2018	Administration Sector 	Ministry of Justice	Custodian Corps	General expenses	231909
2018	Administration Sector 	Ministry of Justice	Custodian Corps	Specialized materials and services	330000
2018	Administration Sector 	Ministry of Justice	Custodian Corps	Other expenses	2638088
2018	Administration Sector 	Ministry of Justice	Banadir Court	Wages & salaries	1303632
2018	Administration Sector 	Ministry of Justice	Banadir Court	General expenses	63837
2018	Administration Sector 	Ministry of Justice	Appeal Court	Wages & salaries	183399
2018	Administration Sector 	Ministry of Justice	Appeal Court	General expenses	52000
2018	Administration Sector 	Ministry of Justice	Judiciary Service Committee	Wages & salaries	81632
2018	Administration Sector 	Ministry of Justice	Judiciary Service Committee	General expenses	38500
2018	Administration Sector 	Supreme Court  	Supreme Court  	Wages & salaries	477924
2018	Administration Sector 	Supreme Court  	Supreme Court  	General expenses	165195
2018	Administration Sector 	Supreme Court  	Supreme Court  	Other expenses	108000
2018	Administration Sector 	Attorney General	Attorney General	Wages & salaries	761824
2018	Administration Sector 	Attorney General	Attorney General	General expenses	209734
2018	Administration Sector 	Solicitor General	Solicitor General	Wages & salaries	316694
2018	Administration Sector 	Solicitor General	Solicitor General	General expenses	152751
2018	Administration Sector 	Auditor General	Auditor General	Wages & salaries	720484
2018	Administration Sector 	Auditor General	Auditor General	General expenses	160500
2018	Administration Sector 	Auditor General	Auditor General	Specialized materials and services	776400
2018	Administration Sector 	Ministry of Humanitarian Affairs and Disaster Management	Ministry of Humanitarian Affairs and Disaster Management	Wages & salaries	477876
2018	Administration Sector 	Ministry of Humanitarian Affairs and Disaster Management	Ministry of Humanitarian Affairs and Disaster Management	General expenses	74425
2018	Administration Sector 	Ministry of Humanitarian Affairs and Disaster Management	Ministry of Humanitarian Affairs and Disaster Management	Specialized materials and services	0
2018	Administration Sector 	Ministry of Humanitarian Affairs and Disaster Management	Somali Disaster Management Agency	Wages & salaries	189014
2018	Administration Sector 	Ministry of Humanitarian Affairs and Disaster Management	Somali Disaster Management Agency	General expenses	33500
2018	Administration Sector 	Ministry of Constitution	Ministry of Constitution	Wages & salaries	275831
2018	Administration Sector 	Ministry of Constitution	Ministry of Constitution	General expenses	53758
2018	Administration Sector 	Ministry of Constitution	Ministry of Constitution	Education and training expenses	0
2018	Administration Sector 	Ministry of Constitution	Ministry of Constitution	Other expenses	1525000
2018	Administration Sector 	Special Commissions	Boundaries and Federation Commision	Wages & salaries	524928
2018	Administration Sector 	Special Commissions	Boundaries and Federation Commision	General expenses	40003
2018	Administration Sector 	Special Commissions	National Reconciliation Commission 	Wages & salaries	435132
2018	Administration Sector 	Special Commissions	National Reconciliation Commission 	General expenses	25197
2018	Administration Sector 	Special Commissions	National Independent Electoral Commission	Wages & salaries	1038254
2018	Administration Sector 	Special Commissions	National Independent Electoral Commission	General expenses	619651
2018	Administration Sector 	Special Commissions	Human Rights Commision	Wages & salaries	0
2018	Administration Sector 	Special Commissions	Human Rights Commision	General expenses	0
2018	Administration Sector 	Special Commissions	Independent Constitution Review and Implementation Commission	Wages & salaries	602226
2018	Administration Sector 	Special Commissions	Independent Constitution Review and Implementation Commission	General expenses	41933
2018	Administration Sector 	Special Commissions	National Civil Service Commission	Wages & salaries	706143
2018	Administration Sector 	Special Commissions	National Civil Service Commission	Other employee costs	378440
2018	Administration Sector 	Special Commissions	National Civil Service Commission	General expenses	64479
2018	Administration Sector 	Special Commissions	National Independent Anti-Corruption Commission	General expenses	0
2018	Administration Sector 	Special Commissions	National Independent Anti-Corruption Commission	Education and training expenses	0
2018	Administration Sector 	Special Commissions	National Independent Anti-Corruption Commission	Specialized materials and services	0
2018	Security Sector	Ministry of Defence	Ministry of Defence	Wages & salaries	796240
2018	Security Sector	Ministry of Defence	Ministry of Defence	General expenses	168905
2018	Security Sector	Ministry of Defence	Ministry of Defence	Specialized materials and services	90000
2018	Security Sector	Ministry of Defence	Ministry of Defence	Other expenses	10000
2018	Security Sector	Ministry of Defence	Ministry of Defence	Fixed assets acquisition	0
2018	Security Sector	Ministry of Defence	Armed Forces	Wages & salaries	38500200
2018	Security Sector	Ministry of Defence	Armed Forces	General expenses	1914584
2018	Security Sector	Ministry of Defence	Armed Forces	Specialized materials and services	2021000
2018	Security Sector	Ministry of Defence	Armed Forces	Other expenses	19610620
2018	Security Sector	Ministry of Defence	Military Court	Wages & salaries	936000
2018	Security Sector	Ministry of Defence	Military Court	General expenses	216200
2018	Security Sector	Ministry of Defence	Military Court	Other expenses	300000
2018	Security Sector	Ministry of Defence	Orphans	Wages & salaries	60000
2018	Security Sector	Ministry of Defence	Orphans	General expenses	18333
2018	Security Sector	Ministry of National Security	Ministry of National Security	Wages & salaries	815460
2018	Security Sector	Ministry of National Security	Ministry of National Security	General expenses	76992
2018	Security Sector	Ministry of National Security	Ministry of National Security	Specialized materials and services	24790
2018	Security Sector	Ministry of National Security	Ministry of National Security	Other expenses	640000
2018	Security Sector	Ministry of National Security	Police Force	Wages & salaries	15136650
2018	Security Sector	Ministry of National Security	Police Force	General expenses	453719
2018	Security Sector	Ministry of National Security	Police Force	Specialized materials and services	790000
2018	Security Sector	Ministry of National Security	Police Force	Other expenses	5613800
2018	Security Sector	Ministry of National Security	National Security Force	Wages & salaries	5488000
2018	Security Sector	Ministry of National Security	National Security Force	General expenses	126379
2018	Security Sector	Ministry of National Security	National Security Force	Specialized materials and services	3356955
2018	Security Sector	Ministry of National Security	National Security Force	Other expenses	2949100
2018	Security Sector	Ministry of National Security	Immigration Department	Wages & salaries	2628120
2018	Security Sector	Ministry of National Security	Immigration Department	General expenses	1438800
2018	Economic Sector	Ministry of Water and Energy	Ministry of Water and Energy	Wages & salaries	755997
2018	Economic Sector	Ministry of Water and Energy	Ministry of Water and Energy	Other employee costs	220223
2018	Economic Sector	Ministry of Water and Energy	Ministry of Water and Energy	General expenses	38892
2018	Economic Sector	Ministry of Mineral	Ministry of Mineral	Wages & salaries	794997
2018	Economic Sector	Ministry of Mineral	Ministry of Mineral	General expenses	56786
2018	Economic Sector	Ministry of Mineral	Ministry of Mineral	Specialized materials and services	41731
2018	Economic Sector	Ministry of Mineral	#N/A	General expenses	0
2018	Economic Sector	Ministry of Mineral	#N/A	Consulting and professional fees	0
2018	Economic Sector	Ministry of Mineral	#N/A	Finance costs	0
2018	Economic Sector	Ministry of Mineral	#N/A	Fixed assets acquisition	0
2018	Economic Sector	Ministry of Agriculture	Ministry of Agriculture	Wages & salaries	802488
2018	Economic Sector	Ministry of Agriculture	Ministry of Agriculture	Other employee costs	252841
2018	Economic Sector	Ministry of Agriculture	Ministry of Agriculture	General expenses	39961
2018	Economic Sector	Ministry of Livestock and Forestry 	Ministry of Livestock and Forestry 	Wages & salaries	794647
2018	Economic Sector	Ministry of Livestock and Forestry 	Ministry of Livestock and Forestry 	General expenses	37804
2018	Economic Sector	Ministry of Livestock and Forestry 	Ministry of Livestock and Forestry 	Specialized materials and services	49928
2018	Economic Sector	Ministry of Fisheries	Ministry of Fishery and Marine  Resource	Wages & salaries	932178
2018	Economic Sector	Ministry of Fisheries	Ministry of Fishery and Marine  Resource	General expenses	32497
2018	Economic Sector	Ministry of Fisheries	Ministry of Fishery and Marine  Resource	Education and training expenses	90000
2018	Economic Sector	Ministry of Fisheries	Somali Marine Research	Wages & salaries	388769
2018	Economic Sector	Ministry of Fisheries	Somali Marine Research	General expenses	68203
2018	Economic Sector	Ministry of Fisheries	Offshore Fisheries Development Project	Wages & salaries	50976
2018	Economic Sector	Ministry of Fisheries	Offshore Fisheries Development Project	General expenses	31073
2018	Economic Sector	Ministry of Information 	Ministry of Information 	Wages & salaries	2480356
2018	Economic Sector	Ministry of Information 	Ministry of Information 	General expenses	1067665
2018	Economic Sector	Ministry of Information 	Ministry of Information 	Education and training expenses	13719
2018	Economic Sector	Ministry of Information 	Ministry of Information 	Specialized materials and services	133120
2018	Economic Sector	Ministry of Information 	Ministry of Information 	Other expenses	109995
2018	Economic Sector	Ministry of Information 	Ministry of Information 	Fixed assets acquisition	0
2018	Economic Sector	Post and Telecomuniction 	Ministry of Post and Telecomuniction 	Wages & salaries	1164910
2018	Economic Sector	Post and Telecomuniction 	Ministry of Post and Telecomuniction 	General expenses	174339
2018	Economic Sector	Post and Telecomuniction 	Ministry of Post and Telecomuniction 	Consulting and professional fees	26400
2018	Economic Sector	Post and Telecomuniction 	Ministry of Post and Telecomuniction 	Specialized materials and services	120000
2018	Economic Sector	Post and Telecomuniction 	Ministry of Post and Telecomuniction 	Other expenses	19993
2018	Economic Sector	Post and Telecomuniction 	ICT Sector Support	Wages & salaries	0
2018	Economic Sector	Post and Telecomuniction 	ICT Sector Support	General expenses	298278
2018	Economic Sector	Post and Telecomuniction 	ICT Sector Support	Education and training expenses	28776
2018	Economic Sector	Post and Telecomuniction 	ICT Sector Support	Consulting and professional fees	476608
2018	Economic Sector	Post and Telecomuniction 	ICT Sector Support	Finance costs	34971
2018	Economic Sector	Post and Telecomuniction 	ICT Sector Support	Fixed assets acquisition	1550611
2018	Economic Sector	Post and Telecomuniction 	Somali Telecommunication Authority	Wages & salaries	336800
2018	Economic Sector	Post and Telecomuniction 	Somali Telecommunication Authority	General expenses	126398
2018	Economic Sector	Post and Telecomuniction 	Somali Telecommunication Authority	Other expenses	8330
2018	Economic Sector	Post and Telecomuniction 	Somali Telecommunication Authority	Fixed assets acquisition	169500
2018	Economic Sector	Ministry of Public Work & Reconstruction	Ministry of Public Work & Reconstruction	Wages & salaries	865967
2018	Economic Sector	Ministry of Public Work & Reconstruction	Ministry of Public Work & Reconstruction	Other employee costs	124570
2018	Economic Sector	Ministry of Public Work & Reconstruction	Ministry of Public Work & Reconstruction	General expenses	56485
2018	Economic Sector	Ministry of Transport and Aviation	Ministry of Tranport and Aviation 	Wages & salaries	1139277
2018	Economic Sector	Ministry of Transport and Aviation	Ministry of Tranport and Aviation 	General expenses	173573
