Year	Sector	Chapter	Departement	Type	Value
2015	Administration Sector 	Ministry of Interior	Ministry of Interior and Federal Affairs	Wages & salaries	874120
2015	Administration Sector 	Ministry of Interior	Ministry of Interior and Federal Affairs	General expenses	247100
2015	Administration Sector 	Ministry of Interior	Ministry of Interior and Federal Affairs	Specialized materials and services	19940
2015	Administration Sector 	Ministry of Interior	Ministry of Interior and Federal Affairs	Other expenses	0
2015	Administration Sector 	Ministry of Interior	Somali Refugee and IDPs Commission	Wages & salaries	159735
2015	Administration Sector 	Ministry of Interior	Somali Refugee and IDPs Commission	General expenses	33000
2015	Administration Sector 	Ministry of Interior	Somali Disaster Management Agency	Wages & salaries	89825
2015	Administration Sector 	Ministry of Interior	Somali Disaster Management Agency	General expenses	30000
2015	Administration Sector 	Ministry of Religious Affairs	Ministry of Religious Affairs	Wages & salaries	244670
2015	Administration Sector 	Ministry of Religious Affairs	Ministry of Religious Affairs	General expenses	106000
2015	Administration Sector 	Ministry of Religious Affairs	Ministry of Religious Affairs	Other expenses	60000
2015	Administration Sector 	Ministry of Justice	Ministry of Justice	Wages & salaries	265361
2015	Administration Sector 	Ministry of Justice	Ministry of Justice	General expenses	136953
2015	Administration Sector 	Ministry of Justice	Custodian Corps	Wages & salaries	975000
2015	Administration Sector 	Ministry of Justice	Custodian Corps	General expenses	100000
2015	Administration Sector 	Ministry of Justice	Custodian Corps	Other expenses	1839344
2015	Administration Sector 	Ministry of Justice	Banadir Court	Wages & salaries	677253
2015	Administration Sector 	Ministry of Justice	Banadir Court	General expenses	52000
2015	Administration Sector 	Ministry of Justice	Appeal Court	Wages & salaries	86496
2015	Administration Sector 	Ministry of Justice	Appeal Court	General expenses	30000
2015	Administration Sector 	Ministry of Justice	Judiciary Service Committee	Wages & salaries	58123
2015	Administration Sector 	Ministry of Justice	Judiciary Service Committee	General expenses	69000
2015	Administration Sector 	Ministry of Justice	Consititutional Court	Wages & salaries	0
2015	Administration Sector 	Ministry of Justice	Consititutional Court	General expenses	0
2015	Administration Sector 	Supreme Court  	Supreme Court  	Wages & salaries	219736
2015	Administration Sector 	Supreme Court  	Supreme Court  	General expenses	105000
2015	Administration Sector 	Attorney General	Attorney General	Wages & salaries	411517
2015	Administration Sector 	Attorney General	Attorney General	General expenses	221000
2015	Administration Sector 	Solicitor General	Solicitor General	Wages & salaries	162006
2015	Administration Sector 	Solicitor General	Solicitor General	General expenses	121000
2015	Administration Sector 	Auditor General	Auditor General	Wages & salaries	379481
2015	Administration Sector 	Auditor General	Auditor General	General expenses	72000
2015	Administration Sector 	Auditor General	Auditor General	Specialized materials and services	243600
2015	Administration Sector 	Ministry of Constitution	Ministry of Constitution	Wages & salaries	132619
2015	Administration Sector 	Ministry of Constitution	Ministry of Constitution	General expenses	2000
2015	Administration Sector 	Special Commissions	Boundaries and Federation Commision	Wages & salaries	60000
2015	Administration Sector 	Special Commissions	Boundaries and Federation Commision	General expenses	0
2015	Administration Sector 	Special Commissions	National Reconciliation Commission 	Wages & salaries	211922
2015	Administration Sector 	Special Commissions	National Reconciliation Commission 	General expenses	43000
2015	Administration Sector 	Special Commissions	National Independent Electoral Commission	Wages & salaries	132000
2015	Administration Sector 	Special Commissions	National Independent Electoral Commission	General expenses	11400
2015	Administration Sector 	Special Commissions	Human Rights Commision	Wages & salaries	0
2015	Administration Sector 	Special Commissions	Human Rights Commision	General expenses	0
2015	Administration Sector 	Special Commissions	Independent Constitution Review and Implementation Commission	Wages & salaries	257563
2015	Administration Sector 	Special Commissions	Independent Constitution Review and Implementation Commission	General expenses	41000
2015	Administration Sector 	Special Commissions	National Civil Service Commission	Wages & salaries	215669
2015	Administration Sector 	Special Commissions	National Civil Service Commission	General expenses	61000
2015	Security Sector	Ministry of Defence	Ministry of Defence	Wages & salaries	433863
2015	Security Sector	Ministry of Defence	Ministry of Defence	General expenses	159000
2015	Security Sector	Ministry of Defence	Ministry of Defence	Specialized materials and services	75000
2015	Security Sector	Ministry of Defence	Armed Forces	Wages & salaries	7811600
2015	Security Sector	Ministry of Defence	Armed Forces	General expenses	850000
2015	Security Sector	Ministry of Defence	Armed Forces	Specialized materials and services	1592000
2015	Security Sector	Ministry of Defence	Armed Forces	Other expenses	15081970
2015	Security Sector	Ministry of Defence	Military Court	Wages & salaries	456000
2015	Security Sector	Ministry of Defence	Military Court	General expenses	240000
2015	Security Sector	Ministry of Defence	Military Court	Other expenses	300000
2015	Security Sector	Ministry of National Security	Ministry of National Security	Wages & salaries	497358
2015	Security Sector	Ministry of National Security	Ministry of National Security	General expenses	139425
2015	Security Sector	Ministry of National Security	Ministry of National Security	Specialized materials and services	0
2015	Security Sector	Ministry of National Security	Ministry of National Security	Other expenses	1250000
2015	Security Sector	Ministry of National Security	Police Force	Wages & salaries	1400000
2015	Security Sector	Ministry of National Security	Police Force	General expenses	501500
2015	Security Sector	Ministry of National Security	Police Force	Specialized materials and services	200000
2015	Security Sector	Ministry of National Security	Police Force	Other expenses	4256000
2015	Security Sector	Ministry of National Security	National Security Force	Wages & salaries	4573332
2015	Security Sector	Ministry of National Security	National Security Force	General expenses	86733
2015	Security Sector	Ministry of National Security	National Security Force	Specialized materials and services	1000000
2015	Security Sector	Ministry of National Security	National Security Force	Other expenses	2681000
2015	Security Sector	Ministry of National Security	Immigration Department	Wages & salaries	1001000
2015	Security Sector	Ministry of National Security	Immigration Department	General expenses	576500
2015	Economic Sector	Ministry of Water and Energy	Ministry of Water and Energy	Wages & salaries	381149
2015	Economic Sector	Ministry of Water and Energy	Ministry of Water and Energy	General expenses	67000
2015	Economic Sector	Ministry of Mineral	Ministry of Mineral	Wages & salaries	355824
2015	Economic Sector	Ministry of Mineral	Ministry of Mineral	General expenses	73000
2015	Economic Sector	Ministry of Mineral	Ministry of Mineral	Specialized materials and services	443250
2015	Economic Sector	Ministry of Agriculture	Ministry of Agriculture	Wages & salaries	426085
2015	Economic Sector	Ministry of Agriculture	Ministry of Agriculture	General expenses	56420
2015	Economic Sector	Ministry of Livestock and Forestry 	Ministry of Livestock and Forestry 	Wages & salaries	342446
2015	Economic Sector	Ministry of Livestock and Forestry 	Ministry of Livestock and Forestry 	General expenses	55611
2015	Economic Sector	Ministry of Livestock and Forestry 	Ministry of Livestock and Forestry 	Specialized materials and services	30000
2015	Economic Sector	Ministry of Livestock and Forestry 	Ministry of Livestock and Forestry 	Other expenses	0
2015	Economic Sector	Ministry of Livestock and Forestry 	Environmental Directorate	Wages & salaries	156402
2015	Economic Sector	Ministry of Fisheries	Ministry of Fishery and Marine  Resource	Wages & salaries	471770
2015	Economic Sector	Ministry of Fisheries	Ministry of Fishery and Marine  Resource	General expenses	44000
2015	Economic Sector	Ministry of Fisheries	Somali Marine Research	Wages & salaries	142981
2015	Economic Sector	Ministry of Fisheries	Somali Marine Research	General expenses	67000
2015	Economic Sector	Ministry of Information 	Ministry of Information 	Wages & salaries	1259483
2015	Economic Sector	Ministry of Information 	Ministry of Information 	General expenses	1080420
2015	Economic Sector	Ministry of Information 	Ministry of Information 	Other expenses	100000
2015	Economic Sector	Post and Telecomuniction 	Ministry of Post and Telecomuniction 	Wages & salaries	686817
2015	Economic Sector	Post and Telecomuniction 	Ministry of Post and Telecomuniction 	General expenses	88000
2015	Economic Sector	Post and Telecomuniction 	Ministry of Post and Telecomuniction 	Other expenses	20000
2015	Economic Sector	Post and Telecomuniction 	ICT Sector Support	Wages & salaries	26300
2015	Economic Sector	Post and Telecomuniction 	ICT Sector Support	General expenses	81931
2015	Economic Sector	Post and Telecomuniction 	ICT Sector Support	Education and training expenses	0
2015	Economic Sector	Post and Telecomuniction 	ICT Sector Support	Consulting and professional fees	520300
2015	Economic Sector	Post and Telecomuniction 	ICT Sector Support	Finance costs	22318
2015	Economic Sector	Post and Telecomuniction 	ICT Sector Support	Fixed assets acquisition	206000
2015	Economic Sector	Ministry of Public Work & Reconstruction	Ministry of Public Work & Reconstruction	Wages & salaries	353097
2015	Economic Sector	Ministry of Public Work & Reconstruction	Ministry of Public Work & Reconstruction	General expenses	49250
